label,name,id,abstract,substitution_group,type,period,balance,nillable,facets,documentation
Explanation of goodwill not allocated to cash-generating unit,DisclosureOfGoodwillNotAllocatedToCashgeneratingUnitExplanatory,ifrs-full_DisclosureOfGoodwillNotAllocatedToCashgeneratingUnitExplanatory,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the reasons why a portion of the goodwill acquired in a business combination has not been allocated to a cash-generating unit (group of units). [Refer: Goodwill; Cash-generating units [member]; Business combinations [member]]
Explanation of hedge ineffectiveness resulting from sources that emerged in hedging relationship,ExplanationOfHedgeIneffectivenessResultingFromSourcesThatEmergedInHedgingRelationship,ifrs-full_ExplanationOfHedgeIneffectivenessResultingFromSourcesThatEmergedInHedgingRelationship,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of hedge ineffectiveness resulting from sources that emerged in the hedging relationship. [Refer: Gain (loss) on hedge ineffectiveness]
"Explanation of how and why entity had, and ceased to have, functional currency for which reliable general price index is not available and no exchangeability with stable foreign currency exists",ExplanationOfHowAndWhyEntityHadAndCeasedToHaveFunctionalCurrencyForWhichReliableGeneralPriceIndexIsNotAvailableAndNoExchangeabilityWithStableForeignCurrencyExists,ifrs-full_ExplanationOfHowAndWhyEntityHadAndCeasedToHaveFunctionalCurrencyForWhichReliableGeneralPriceIndexIsNotAvailableAndNoExchangeabilityWithStableForeignCurrencyExists,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation when the entity has a functional currency that was, or is, the currency of a hyperinflationary economy, of how and why the entity had, and ceased to have, a functional currency for which the reliable general price index is not available and no exchangeability with stable foreign currency exists."
Explanation of how entity determined measurement of insurance contracts at transition date,ExplanationOfHowEntityDeterminedMeasurementOfInsuranceContractsAtTransitionDate,ifrs-full_ExplanationOfHowEntityDeterminedMeasurementOfInsuranceContractsAtTransitionDate,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of how an entity determined the measurement of insurance contracts at the transition date. [Refer: Insurance contracts [member]]
Explanation of how rate regulator is related,ExplanationOfHowRateRegulatorIsRelated,ifrs-full_ExplanationOfHowRateRegulatorIsRelated,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of how the rate regulator is related to the entity. [Refer: Description of identity of rate regulator(s)]
Explanation of how service concession arrangement has been classified,ExplanationHowServiceConcessionArrangementHasBeenClassified,ifrs-full_ExplanationHowServiceConcessionArrangementHasBeenClassified,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of how a service concession arrangement has been classified. [Refer: Service concession arrangements [member]]
Explanation of how significant changes in gross carrying amount of financial instruments contributed to changes in loss allowance,ExplanationOfHowSignificantChangesInGrossCarryingAmountOfFinancialInstrumentsContributedToChangesInLossAllowance,ifrs-full_ExplanationOfHowSignificantChangesInGrossCarryingAmountOfFinancialInstrumentsContributedToChangesInLossAllowance,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of how significant changes in the gross carrying amount of financial instruments contributed to changes in the loss allowance.
Explanation of how timing of satisfaction of performance obligations relates to typical timing of payment,ExplanationOfHowTimingOfSatisfactionOfPerformanceObligationsRelatesToTypicalTimingOfPayment,ifrs-full_ExplanationOfHowTimingOfSatisfactionOfPerformanceObligationsRelatesToTypicalTimingOfPayment,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of how the timing of satisfaction of performance obligations relates to the typical timing of payment. [Refer: Performance obligations [member]]
Explanation of initial application of impairment requirements for financial instruments [text block],ExplanationOfInitialApplicationOfImpairmentRequirementsForFinancialInstrumentsExplanatory,ifrs-full_ExplanationOfInitialApplicationOfImpairmentRequirementsForFinancialInstrumentsExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The explanation of the initial application of the impairment requirements for financial instruments.
"Explanation of inputs, assumptions and estimation techniques used to apply impairment requirements [text block]",ExplanationOfInputsAssumptionsAndEstimationTechniquesUsedToApplyImpairmentRequirementsExplanatory,ifrs-full_ExplanationOfInputsAssumptionsAndEstimationTechniquesUsedToApplyImpairmentRequirementsExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,"The explanation of the inputs, assumptions and estimation techniques used to apply the impairment requirements for financial instruments."
Explanation of insurance finance income (expenses),ExplanationOfInsuranceFinanceIncomeExpenses,ifrs-full_ExplanationOfInsuranceFinanceIncomeExpenses,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the total amount of insurance finance income (expenses) in the reporting period. [Refer: Insurance finance income (expenses)]
Explanation of interest income reported net of interest expense,ExplanationOfInterestRevenueReportedNetOfInterestExpense,ifrs-full_ExplanationOfInterestRevenueReportedNetOfInterestExpense,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation that the entity has reported a segment's interest revenue net of its interest expense. [Refer: Interest expense]
Explanation of investing and financing transactions not requiring use of cash or cash equivalents,ExplanationOfInvestingAndFinancingTransactionsNotRequireUseOfCashOrCashEquivalents,ifrs-full_ExplanationOfInvestingAndFinancingTransactionsNotRequireUseOfCashOrCashEquivalents,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the relevant information about investing and financing transactions that do not require the use of cash or cash equivalents.
"Explanation of involvement of independent valuer in revaluation, property, plant and equipment",ExplanationOfIndependentValuerUsedForRevaluationPropertyPlantAndEquipment,ifrs-full_ExplanationOfIndependentValuerUsedForRevaluationPropertyPlantAndEquipment,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of whether an independent valuer was involved for items of property, plant and equipment stated at revalued amounts. [Refer: Property, plant and equipment]"
"Explanation of involvement of independent valuer in revaluation, right-of-use assets",ExplanationOfInvolvementOfIndependentValuerInRevaluationRightofuseAssets,ifrs-full_ExplanationOfInvolvementOfIndependentValuerInRevaluationRightofuseAssets,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of whether an independent valuer was involved for right-of-use assets stated at revalued amounts. [Refer: Right-of-use assets]
"Explanation of issues, repurchases and repayments of debt and equity securities",ExplanationOfIssuancesRepurchasesAndRepaymentsOfDebtAndEquitySecurities,ifrs-full_ExplanationOfIssuancesRepurchasesAndRepaymentsOfDebtAndEquitySecurities,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of the issues, repurchases and repayments of debt and equity securities."
Explanation of main classes of assets affected by impairment losses or reversals of impairment losses,ExplanationOfMainClassesOfAssetsAffectedByImpairmentLossesOrReversalsOfImpairmentLosses,ifrs-full_ExplanationOfMainClassesOfAssetsAffectedByImpairmentLossesOrReversalsOfImpairmentLosses,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the main classes of assets affected by impairment losses or reversals of impairment losses. [Refer: Impairment loss]
Explanation of main events and circumstances that led to recognition of impairment losses and reversals of impairment losses,ExplanationOfMainEventsAndCircumstancesThatLedToRecognitionOfImpairmentLossesAndReversalsOfImpairmentLosses,ifrs-full_ExplanationOfMainEventsAndCircumstancesThatLedToRecognitionOfImpairmentLossesAndReversalsOfImpairmentLosses,false,xbrli:item,xbrli:stringItemType,duration,,true,,The explanation of the main events and circumstances that led to the recognition of impairment losses and reversals of impairment losses. [Refer: Impairment loss]
Explanation of management judgements in applying entity's accounting policies with significant effect on recognised amounts,ExplanationOfManagementJudgementsInApplyingEntitysAccountingPoliciesWithSignificantEffectOnRecognisedAmounts,ifrs-full_ExplanationOfManagementJudgementsInApplyingEntitysAccountingPoliciesWithSignificantEffectOnRecognisedAmounts,false,xbrli:item,xbrli:stringItemType,duration,,true,,"The explanation of judgements, apart from those involving estimations, that management has made in the process of applying the entity's accounting policies and that have the most significant effect on the amounts recognised in the financial statements."
Explanation of measurement bases for financial instruments used in preparing financial statements [text block],ExplanationOfMeasurementBasesForFinancialInstrumentsUsedInPreparingFinancialStatementsExplanatory,ifrs-full_ExplanationOfMeasurementBasesForFinancialInstrumentsUsedInPreparingFinancialStatementsExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The explanation of the measurement basis (or bases) for financial instruments used in preparing the financial statements.
